DATA ZAWARCIA TRANSAKCJI;MIASTO;DZIELNICA;ULICA;RODZAJ RYNKU;CENA NABYCIA;POWIERZCHNIA MIESZKANIA;CENA ZA 1 MKW;POŁOŻENIE NA KONDYGNACJI;OBECNOŚĆ MIEJSCA PARKINGOWEGO;STANDARD;ROK BUDOWY
2017-12-27;Gdynia; Oksywie;Godebskiego;RYNEK WTÓRNY;100000;33,05;4491;2;BRAK MP;NISKI;lata 80-te XX-go wieku
2017-12-27;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;327000;48,8;7952;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-12-27;Gdynia; Działki Leśne;Śląska;RYNEK WTÓRNY;260000;50,75;6357;2;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2017-12-27;Gdynia; Działki Leśne;Tatrzańska;RYNEK WTÓRNY;290000;63,55;5710;2;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2017-12-27;Gdynia; Grabówek;Beniowskiego;RYNEK WTÓRNY;255000;46,25;6789;5;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-02-05;Gdynia; Wzgórze Św. Maksymiliana;Matejki;RYNEK WTÓRNY;340000;53,66;7546;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-12-28;Sopot; Sopot;Armii Krajowej;RYNEK WTÓRNY;630000;50,91;13607;1;BRAK MP;BARDZO DOBRY;2010
2017-12-28;Sopot; Sopot;Króla Jana Kazimierza;RYNEK WTÓRNY;795000;78,05;11268;2;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2017-12-28;Sopot; Sopot;Władysława Łokietka;RYNEK PIERWOTNY;500000;50,83;11070;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-12-28;Gdynia; Śródmieście z Portem;Wójta Radtkego;RYNEK WTÓRNY;280000;50,9;6733;1;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2017-12-28;Gdynia; Chwarzno-Wiczlino;Filipkowskiego;RYNEK WTÓRNY;339000;48,25;8282;3;BRAK MP;DOBRY;2015
2017-12-28;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;293000;46,72;7542;5;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-12-28;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;340000;56,25;7236;11;BRAK MP;DOBRY;lata 30-40 te XX-go wieku
2017-12-28;Gdynia; Mały Kack;Spokojna;RYNEK WTÓRNY;255000;47,85;6589;1;BRAK MP;PRZECIĘTNY;2010-2015
2017-12-28;Sopot; Sopot;Mieszka I;RYNEK WTÓRNY;695000;96,94;8196;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-12-28;Gdynia; Witomino;Polskiego Czerwonego Krzyża;RYNEK WTÓRNY;220000;50,65;5578;10;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-12;Gdynia; Orłowo;Świerkowa;RYNEK WTÓRNY;370000;81,23;5626;4;BRAK MP;PRZECIĘTNY;2010
2017-12-28;Gdynia; Obłuże;Płk. Dąbka;RYNEK WTÓRNY;260000;66,75;5025;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-12-28;Sopot; Sopot;Cieszyńskiego;RYNEK WTÓRNY;285000;46,43;7412;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-12-28;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;720000;57,87;13622;4;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2015
2017-12-28;Sopot; Sopot;Kolberga;RYNEK WTÓRNY;250000;44,75;6878;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-12-29;Gdynia; Mały Kack;Łowicka;RYNEK PIERWOTNY;399540;63,54;7434;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-12-29;Sopot; Sopot;Grottgera;RYNEK WTÓRNY;437000;51,55;9704;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2017-12-29;Sopot; Sopot;Bałtycka;RYNEK WTÓRNY;373000;45,65;9453;1;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-12-29;Gdynia; Śródmieście z Portem;Mściwoja;RYNEK WTÓRNY;393000;56,35;8165;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-12-29;Gdynia; Witomino;Polskiego Czerwonego Krzyża;RYNEK WTÓRNY;166000;41,55;5325;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-12-29;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;172000;40,75;5561;5;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2017-12-29;Gdynia; Pustki Cisowskie;Jastrzębia;RYNEK WTÓRNY;186000;49,98;4962;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-12-29;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;310000;55,55;6777;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2017-12-30;Gdynia; Grabówek;Kołłątaja;RYNEK WTÓRNY;260000;46,37;6882;5;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-01-02;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;339000;54,65;7406;3;BRAK MP;DOBRY;2010
2018-01-02;Gdynia; Mały Kack;Parkowa;RYNEK WTÓRNY;392000;56,95;8070;1;BRAK MP;DOBRY;2010-2015
2018-01-02;Gdynia; Pustki Cisowskie;Rumska;RYNEK WTÓRNY;430000;64,95;7759;6;BRAK MP;DOBRY;2010
2018-01-02;Gdynia; Pustki Cisowskie;Modrzewiowa;RYNEK WTÓRNY;265000;47,51;6841;5;BRAK MP;PRZECIĘTNY;2010
2018-01-02;Gdynia; Redłowo;Korczaka;RYNEK WTÓRNY;389000;52,15;8681;3;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-02;Gdynia; Śródmieście z Portem;Śląska;RYNEK WTÓRNY;280000;48,65;7008;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-02;Gdynia; Wzgórze Św. Maksymiliana;Redłowska;RYNEK WTÓRNY;520000;64,95;9145;4;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2018-01-02;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;240000;63,78;4908;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-02;Gdynia; Karwiny;Korzenna;RYNEK WTÓRNY;290000;64,46;5640;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-03;Sopot; Sopot;Władysława Łokietka;RYNEK WTÓRNY;640000;52,47;13417;1;BRAK MP;BARDZO DOBRY;2015
2018-01-03;Sopot; Sopot;Sobieskiego;RYNEK WTÓRNY;600000;49,45;13378;3;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2017-04-28;Gdynia; Wzgórze Św. Maksymiliana;Partyzantów;RYNEK WTÓRNY;330000;52,35;7524;8;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-03;Gdynia; Orłowo;Bukowa;RYNEK PIERWOTNY;451852;64,16;8185;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-01-03;Sopot; Sopot;Malczewskiego;RYNEK WTÓRNY;410000;51,54;9182;3;BRAK MP;DOBRY;lata 40-50 te XX-go wieku
2018-01-03;Gdynia; Witomino;Graniczna;RYNEK WTÓRNY;265000;52,85;6230;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-03;Gdynia; Cisowa;Zbożowa;RYNEK WTÓRNY;249500;49,55;6279;9;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-03;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;329000;64,16;6271;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-03;Gdynia; Babie Doły;Dedala;RYNEK WTÓRNY;208000;49;5494;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-03;Gdynia; Redłowo;Boh. Starówki Warszawskiej;RYNEK WTÓRNY;237000;55,19;5493;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-05-29;Gdynia; Wzgórze Św. Maksymiliana;Partyzantów;RYNEK WTÓRNY;260000;41,95;7522;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-04;Gdynia; Grabówek;Kołłątaja;RYNEK WTÓRNY;338000;55,31;7309;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-04;Gdynia; Dąbrowa;Słonecznikowa;RYNEK PIERWOTNY;285093;56,34;6251;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-01-04;Gdynia; Karwiny;Staffa;RYNEK WTÓRNY;402000;70,51;6813;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-04;Gdynia; Wielki Kack;Wschodnia;RYNEK WTÓRNY;315000;56,6;6754;1;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-04;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;375000;68,05;6634;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-04;Gdynia; Witomino;Polskiego Czerwonego Krzyża;RYNEK WTÓRNY;349000;57,45;7258;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-09-25;Gdynia; Wzgórze Św. Maksymiliana;Wojewody Wachowiaka;RYNEK WTÓRNY;145000;24,88;7512;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-05;Sopot; Sopot;Sobieskiego;RYNEK WTÓRNY;1265000;114,16;12074;3;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2018-01-05;Gdynia; Śródmieście z Portem;Starowiejska;RYNEK WTÓRNY;550000;100,05;6517;2;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2018-01-05;Gdynia; Chwarzno-Wiczlino;Kańskiego;RYNEK WTÓRNY;545000;76,55;8207;1;BRAK MP;DOBRY;2015
2018-01-05;Gdynia; Śródmieście z Portem;Armii Krajowej;RYNEK WTÓRNY;260000;45,64;6979;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-05;Gdynia; Leszczynki;Gen. Orlicz - Dreszera;RYNEK WTÓRNY;230000;59,95;5004;6;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-05;Gdynia; Obłuże;Ledóchowskiego;RYNEK WTÓRNY;413000;81,16;6160;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-05;Gdynia; Obłuże;Białowieska;RYNEK WTÓRNY;310000;57,46;6578;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-05;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;343000;54,81;7459;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-05;Gdynia; Witomino;Wielkokacka;RYNEK WTÓRNY;325000;46,88;8202;7;BRAK MP;DOBRY;2010
2018-01-08;Gdynia; Śródmieście z Portem;Węglowa;RYNEK WTÓRNY;240000;46,75;6404;5;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2018-01-08;Gdynia; Chwarzno-Wiczlino;Zaruskiego Gen.;RYNEK WTÓRNY;350000;49,75;8277;3;BRAK MP;DOBRY;2015
2018-07-23;Gdynia; Wzgórze Św. Maksymiliana;Wojewody Wachowiaka;RYNEK WTÓRNY;260000;42,11;7497;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-08;Gdynia; Witomino;Hodowlana;RYNEK WTÓRNY;230000;59,27;5052;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-08;Gdynia; Działki Leśne;Śląska;RYNEK WTÓRNY;305000;65,52;5791;2;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2018-01-08;Gdynia; Pogórze;Kleeberga;RYNEK WTÓRNY;280000;60,75;5771;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-08;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;230000;46,75;6190;1;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-08;Sopot; Sopot;Sienkiewicza;RYNEK WTÓRNY;270000;45,13;7270;8;BRAK MP;DOBRY;lata 30-te XX-go wieku
2018-01-09;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;370000;64,45;6882;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-09;Gdynia; Dąbrowa;Miłkowa;RYNEK WTÓRNY;364000;68,85;6406;3;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-09;Gdynia; Mały Kack;Parkowa;RYNEK PIERWOTNY;776852;149,68;6137;1;MIEJSCE NAZIEMNE;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-01-09;Gdynia; Obłuże;Jantarowa;RYNEK WTÓRNY;300000;58,27;6326;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-09;Sopot; Sopot;Cieszyńskiego;RYNEK WTÓRNY;200000;44,75;5761;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-10;Gdynia; Kamienna Góra;Legionów;RYNEK WTÓRNY;355000;54,65;7698;2;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-10;Sopot; Sopot;3 Maja;RYNEK WTÓRNY;300000;45,15;7932;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-10;Gdynia; Śródmieście z Portem;Skwer Kościuszki;RYNEK WTÓRNY;440000;61,95;8258;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-10;Gdynia; Witomino;Chwarznieńska;RYNEK WTÓRNY;170000;45,55;5015;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-08-11;Gdynia; Wzgórze Św. Maksymiliana;Partyzantów;RYNEK WTÓRNY;400000;63,05;7493;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-10;Gdynia; Obłuże;Benisławskiego;RYNEK WTÓRNY;260000;66,75;5025;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-11;Gdynia; Dąbrowa;Kameliowa;RYNEK WTÓRNY;335000;50,01;7939;4;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-01-11;Gdynia; Grabówek;Falista;RYNEK WTÓRNY;310000;49,39;7522;5;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-11;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;206000;64,15;4354;4;BRAK MP;NISKI;lata 80-te XX-go wieku
2017-08-03;Gdynia; Wzgórze Św. Maksymiliana;Wojewody Wachowiaka;RYNEK WTÓRNY;380000;60,08;7491;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-11;Gdynia; Dąbrowa;Gorczycowa;RYNEK WTÓRNY;226000;44,45;6379;6;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-11;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;342000;59,45;6923;8;BRAK MP;PRZECIĘTNY;lata 30-40 te XX-go wieku
2018-01-11;Gdynia; Karwiny;Porazińskiej;RYNEK WTÓRNY;275000;51,95;6517;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-10-11;Gdynia; Witomino;Kielecka;RYNEK WTÓRNY;360000;57,15;7484;2;BRAK MP;DOBRY;2010
2018-01-12;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;462000;51,95;10117;1;BRAK MP;BARDZO DOBRY;2010
2018-01-12;Gdynia; Leszczynki;Dembińskiego;RYNEK WTÓRNY;278000;38,95;8502;3;BRAK MP;DOBRY;2015
2018-01-12;Gdynia; Działki Leśne;Szczecińska;RYNEK WTÓRNY;277000;47,55;7088;1;BRAK MP;DOBRY;lata 50-60-te XX-go wieku
2018-01-12;Gdynia; Kamienna Góra;Bema;RYNEK WTÓRNY;410000;54,44;8735;3;BRAK MP;DOBRY;lata 30-40 te XX-go wieku
2018-01-12;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;495000;59,44;9498;6;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2018-01-12;Gdynia; Dąbrowa;Sojowa;RYNEK WTÓRNY;263000;68,25;4976;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-12;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;243000;66,35;4794;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-12;Gdynia; Karwiny;Porazińskiej;RYNEK WTÓRNY;309000;51,95;7172;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-12;Gdynia; Leszczynki;Morska;RYNEK WTÓRNY;332500;62,62;6461;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-12;Gdynia; Obłuże;Turkusowa;RYNEK WTÓRNY;267000;52,75;6279;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-12;Gdynia; Chylonia;Zamenhofa;RYNEK WTÓRNY;130000;40,95;4512;4;BRAK MP;NISKI;lata 80-te XX-go wieku
2018-01-12;Gdynia; Redłowo;Powstania Śląskiego;RYNEK WTÓRNY;291000;54,95;6496;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-12;Gdynia; Witomino;Narcyzowa;RYNEK WTÓRNY;208000;40,65;6458;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-12;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;297000;50,25;7148;6;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-13;Gdynia; Leszczynki;Kalksztajnów;RYNEK WTÓRNY;320000;57,15;6784;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-13;Gdynia; Pustki Cisowskie;Chabrowa;RYNEK WTÓRNY;260000;59,07;5574;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-15;Gdynia; Wielki Kack;Krośniąt;RYNEK WTÓRNY;300000;39,46;8960;2;BRAK MP;DOBRY;2001
2018-01-15;Gdynia; Pustki Cisowskie;Skarbka;RYNEK WTÓRNY;294000;52,95;6768;2;BRAK MP;PRZECIĘTNY;2010
2018-01-15;Sopot; Sopot;Władysława IV;RYNEK WTÓRNY;390000;48,65;9269;3;BRAK MP;DOBRY;lata 30-te XX-go wieku
2018-01-15;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;290000;40,42;8519;3;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-15;Sopot; Sopot;Paderewskiego;RYNEK WTÓRNY;735000;104,75;8027;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-15;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;550000;86,55;7409;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-15;Gdynia; Chylonia;Rozewska;RYNEK WTÓRNY;187000;50,05;4976;9;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-15;Gdynia; Leszczynki;Ramułta;RYNEK WTÓRNY;220000;49,98;5642;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-15;Gdynia; Leszczynki;Ramułta;RYNEK WTÓRNY;220000;51,93;5460;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-15;Gdynia; Oksywie;Gen. Wittekówny;RYNEK WTÓRNY;250000;44,65;6892;2;BRAK MP;PRZECIĘTNY;2012
2018-01-15;Gdynia; Oksywie;Gen. Wittekówny;RYNEK WTÓRNY;299000;43,25;8222;2;BRAK MP;DOBRY;2012
2018-01-16;Sopot; Sopot;Armii Krajowej;RYNEK WTÓRNY;620000;48,96;13913;3;BRAK MP;BARDZO DOBRY;2010
2018-01-16;Gdynia; Mały Kack;Leśna;RYNEK WTÓRNY;333500;44,76;8742;1;BRAK MP;DOBRY;2010-2015
2018-01-16;Gdynia; Oksywie;Gen. Karpińskiego;RYNEK PIERWOTNY;259237;44,94;7058;6;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-01-16;Gdynia; Grabówek;Curie - Skłodowskiej;RYNEK WTÓRNY;330000;53,55;7373;1;BRAK MP;DOBRY;2010
2018-01-16;Gdynia; Grabówek;Falista;RYNEK WTÓRNY;282000;56,35;6195;5;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-01-16;Gdynia; Obłuże;Podgórska;RYNEK WTÓRNY;312000;56,75;6685;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-16;Gdynia; Chylonia;Młyńska;RYNEK WTÓRNY;170000;48,25;4779;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-17;Gdynia; Grabówek;Kołłątaja;RYNEK WTÓRNY;288000;46,2;7510;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-06-11;Gdynia; Wzgórze Św. Maksymiliana;Legionów;RYNEK WTÓRNY;520000;81,09;7484;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-17;Gdynia; Dąbrowa;Paprykowa;RYNEK WTÓRNY;250000;68,35;4780;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-17;Gdynia; Działki Leśne;Podjazd;RYNEK WTÓRNY;150000;47,09;4453;4;BRAK MP;NISKI;lata 50-60-te XX-go wieku
2018-01-17;Sopot; Sopot;Cieszyńskiego;RYNEK WTÓRNY;248000;44,75;6834;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-18;Gdynia; Redłowo;Boh. Starówki Warszawskiej;RYNEK WTÓRNY;355000;55,01;7653;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-18;Sopot; Sopot;Wejherowska;RYNEK WTÓRNY;383000;56,79;7932;5;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-18;Gdynia; Śródmieście z Portem;Kilińskiego;RYNEK WTÓRNY;300000;52,95;6881;2;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2018-01-18;Gdynia; Grabówek;Lelewela;RYNEK WTÓRNY;261500;49,39;6540;8;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-01-18;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;509911;63,77;9141;4;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;lata 40-50-te XX-go wieku
2018-01-18;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;220000;42,15;6541;1;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-18;Sopot; Sopot;Sienkiewicza;RYNEK WTÓRNY;600000;99,95;7023;2;BRAK MP;DOBRY;lata 30-te XX-go wieku
2018-01-19;Sopot; Sopot;Władysława Łokietka;RYNEK WTÓRNY;560000;43,45;14195;2;BRAK MP;WYSOKI;2015
2018-01-19;Sopot; Sopot;Powstańców Warszawy;RYNEK WTÓRNY;690000;62,57;12179;4;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2018-01-19;Gdynia; Leszczynki;Dembińskiego;RYNEK WTÓRNY;345000;45,85;8804;4;BRAK MP;DOBRY;2015
2017-06-16;Gdynia; Wzgórze Św. Maksymiliana;Górna;RYNEK WTÓRNY;338000;54,05;7460;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-19;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;248000;43,35;7028;1;BRAK MP;DOBRY;lata 80-te XX-go wieku
2018-01-19;Gdynia; Cisowa;Owsiana;RYNEK WTÓRNY;249000;57,55;5509;11;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-19;Gdynia; Dąbrowa;Słonecznikowa;RYNEK PIERWOTNY;234259;44,42;6569;1;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-01-19;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;255000;50,19;6319;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-19;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;465434;57,87;9223;4;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;lata 40-50-te XX-go wieku
2018-01-22;Gdynia; Chwarzno-Wiczlino;Baranauskasa Bpa;RYNEK WTÓRNY;321000;47;8098;3;BRAK MP;DOBRY;2015
2018-01-22;Gdynia; Redłowo;Powstania Śląskiego;RYNEK WTÓRNY;370000;56,85;7695;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-22;Sopot; Sopot;Mickiewicza;RYNEK WTÓRNY;311000;40,61;9000;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-22;Gdynia; Obłuże;Kampinoska;RYNEK WTÓRNY;181000;46,25;5189;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-22;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;240000;45,55;6552;2;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-08;Gdynia; Orłowo;Świerkowa;RYNEK WTÓRNY;359000;47,41;8836;3;BRAK MP;DOBRY;2010
2018-01-22;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;280000;50,15;6822;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-23;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;285000;39,4;8592;2;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-23;Sopot; Sopot;Wejherowska;RYNEK WTÓRNY;350000;51,4;8037;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-24;Sopot; Sopot;Polna;RYNEK WTÓRNY;1070000;75,19;15323;2;BRAK MP;WYSOKI;2010
2018-01-24;Sopot; Sopot;Kochanowskiego;RYNEK WTÓRNY;1130000;80,11;15180;2;BRAK MP;WYSOKI;lata 40-50-te XX-go wieku
2018-01-24;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;276000;44,91;7435;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-24;Sopot; Sopot;3 Maja;RYNEK WTÓRNY;520000;57,05;10300;4;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-01-24;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;396000;52,47;8766;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-24;Gdynia; Dąbrowa;Gorczycowa;RYNEK WTÓRNY;407000;75,15;6509;3;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-24;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;220000;40,13;6830;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-24;Gdynia; Witomino;Morskiego Pułku Strzelców;RYNEK WTÓRNY;390000;66,71;6976;2;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-24;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;260000;39,05;8022;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
